% x, y, z, rho, j_x, j_y, j_z ;
-10, -10, 0, 6.24e-14, -4.931e-31, -3.944e-31, -3.12e-14 ;
-10, -9.8, 0, 7.897e-14, -1.227e-34, 9.861e-32, -3.87e-14 ;
-10, -9.6, 0, 9.947e-14, 1.97e-31, 1.972e-31, -4.775e-14 ;
-10, -9.4, 0, 1.247e-13, -3.949e-31, -4.93e-31, -5.861e-14 ;
-10, -9.2, 0, 1.556e-13, 3.937e-31, -3.944e-31, -7.157e-14 ;
-10, -9, 0, 1.932e-13, -7.903e-31, -1.183e-30, -8.693e-14 ;
-10, -8.8, 0, 2.387e-13, -2.463e-33, 1.972e-31, -1.05e-13 ;
-10, -8.6, 0, 2.936e-13, 7.852e-31, 7.889e-31, -1.263e-13 ;
-10, -8.4, 0, 3.594e-13, 7.83e-31, -3.944e-31, -1.51e-13 ;
-10, -8.2, 0, 4.379e-13, 7.776e-31, 3.944e-31, -1.795e-13 ;
-10, -8, 0, 5.309e-13, 7.687e-31, 1.183e-30, -2.124e-13 ;
-10, -7.8, 0, 6.407e-13, -8.183e-31, -1.578e-30, -2.499e-13 ;
-10, -7.6, 0, 7.694e-13, -4.78e-30, -4.733e-30, -2.924e-13 ;
-10, -7.4, 0, 9.196e-13, 3.076e-30, 7.889e-31, -3.403e-13 ;
-10, -7.2, 0, 1.094e-12, -6.443e-30, -2.367e-30, -3.938e-13 ;
-10, -7, 0, 1.295e-12, 1.377e-30, 3.155e-30, -4.532e-13 ;
-10, -6.8, 0, 1.526e-12, -2.785e-31, 3.155e-30, -5.187e-13 ;
-10, -6.6, 0, 1.789e-12, -5.155e-30, 0, -5.902e-13 ;
-10, -6.4, 0, 2.087e-12, -3.807e-30, 0, -6.678e-13 ;
-10, -6.2, 0, 2.423e-12, 5.294e-30, 3.155e-30, -7.512e-13 ;
-10, -6, 0, 2.8e-12, -7.749e-30, -6.311e-30, -8.401e-13 ;
-10, -5.8, 0, 3.22e-12, -2.395e-29, -9.466e-30, -9.338e-13 ;
-10, -5.6, 0, 3.685e-12, -9.007e-30, 3.155e-30, -1.032e-12 ;
-10, -5.4, 0, 4.196e-12, -1.004e-29, 0, -1.133e-12 ;
-10, -5.2, 0, 4.754e-12, -1.163e-29, 6.311e-30, -1.236e-12 ;
-10, -5, 0, 5.361e-12, -1.336e-29, -1.262e-29, -1.34e-12 ;
-10, -4.8, 0, 6.014e-12, 2.674e-30, 6.311e-30, -1.443e-12 ;
-10, -4.6, 0, 6.714e-12, -1.362e-29, -1.262e-29, -1.544e-12 ;
-10, -4.4, 0, 7.458e-12, -2.371e-29, -1.262e-29, -1.641e-12 ;
-10, -4.2, 0, 8.243e-12, -2.188e-29, -6.311e-30, -1.731e-12 ;
-10, -4, 0, 9.066e-12, -2.654e-29, -6.311e-30, -1.813e-12 ;
-10, -3.8, 0, 9.92e-12, -2.418e-29, 0, -1.885e-12 ;
-10, -3.6, 0, 1.08e-11, -6.169e-29, -1.262e-29, -1.944e-12 ;
-10, -3.4, 0, 1.17e-11, -6.547e-29, -2.524e-29, -1.989e-12 ;
-10, -3.2, 0, 1.262e-11, -7.538e-29, -1.262e-29, -2.018e-12 ;
-10, -3, 0, 1.353e-11, -7.905e-29, 0, -2.03e-12 ;
-10, -2.8, 0, 1.444e-11, -6.245e-29, -1.262e-29, -2.022e-12 ;
-10, -2.6, 0, 1.534e-11, -1.27e-28, 0, -1.995e-12 ;
-10, -2.4, 0, 1.622e-11, -9.554e-29, 0, -1.946e-12 ;
-10, -2.2, 0, 1.706e-11, -1.075e-28, 2.524e-29, -1.877e-12 ;
-10, -2, 0, 1.787e-11, -1.249e-28, -1.262e-29, -1.787e-12 ;
-10, -1.8, 0, 1.862e-11, -1.626e-28, 1.262e-29, -1.676e-12 ;
-10, -1.6, 0, 1.932e-11, -1.515e-28, 1.262e-29, -1.546e-12 ;
-10, -1.4, 0, 1.996e-11, -1.457e-28, 0, -1.397e-12 ;
-10, -1.2, 0, 2.052e-11, -1.76e-28, -2.524e-29, -1.231e-12 ;
-10, -1, 0, 2.1e-11, -1.938e-28, 0, -1.05e-12 ;
-10, -0.8, 0, 2.141e-11, -1.761e-28, 0, -8.563e-13 ;
-10, -0.6, 0, 2.173e-11, -1.939e-28, 0, -6.518e-13 ;
-10, -0.4, 0, 2.196e-11, -1.883e-28, 0, -4.391e-13 ;
-10, -0.2, 0, 2.209e-11, -1.895e-28, 0, -2.209e-13 ;
-10, 0, 0, 2.214e-11, -1.87e-28, 5.049e-29, 1.55e-30 ;
-10, 0.2, 0, 2.209e-11, -1.83e-28, 0, 2.209e-13 ;
-10, 0.4, 0, 2.196e-11, -1.732e-28, 2.524e-29, 4.391e-13 ;
-10, 0.6, 0, 2.173e-11, -1.624e-28, 2.524e-29, 6.518e-13 ;
-10, 0.8, 0, 2.141e-11, -1.473e-28, 2.524e-29, 8.563e-13 ;
-10, 1, 0, 2.1e-11, -1.282e-28, 2.524e-29, 1.05e-12 ;
-10, 1.2, 0, 2.052e-11, -1.325e-28, -2.524e-29, 1.231e-12 ;
-10, 1.4, 0, 1.996e-11, -1.247e-28, 2.524e-29, 1.397e-12 ;
-10, 1.6, 0, 1.932e-11, -1.036e-28, 2.524e-29, 1.546e-12 ;
-10, 1.8, 0, 1.862e-11, -7.014e-29, 3.787e-29, 1.676e-12 ;
-10, 2, 0, 1.787e-11, -7.553e-29, 0, 1.787e-12 ;
-10, 2.2, 0, 1.706e-11, -9.048e-29, 3.787e-29, 1.877e-12 ;
-10, 2.4, 0, 1.622e-11, -7.5e-29, 1.262e-29, 1.946e-12 ;
-10, 2.6, 0, 1.534e-11, -2.485e-29, 2.524e-29, 1.995e-12 ;
-10, 2.8, 0, 1.444e-11, -7.401e-29, 1.262e-29, 2.022e-12 ;
-10, 3, 0, 1.353e-11, -4.812e-29, 2.524e-29, 2.03e-12 ;
-10, 3.2, 0, 1.262e-11, -4.198e-29, 0, 2.018e-12 ;
-10, 3.4, 0, 1.17e-11, -1.68e-29, 0, 1.989e-12 ;
-10, 3.6, 0, 1.08e-11, -1.394e-29, -1.262e-29, 1.944e-12 ;
-10, 3.8, 0, 9.92e-12, -3.23e-29, 1.262e-29, 1.885e-12 ;
-10, 4, 0, 9.066e-12, -1.967e-29, 6.311e-30, 1.813e-12 ;
-10, 4.2, 0, 8.243e-12, -4.051e-29, 1.262e-29, 1.731e-12 ;
-10, 4.4, 0, 7.458e-12, 1.297e-29, 6.311e-30, 1.641e-12 ;
-10, 4.6, 0, 6.714e-12, -2.31e-29, -6.311e-30, 1.544e-12 ;
