% x, y, z, rho, j_x, j_y, j_z ;
0, -1.5, -1.5, 0.01618, 0.0001003, -6.935e-17, -5.785e-18 ;
0, -1.5, -1.46, 0.018, 0.0001118, -7.197e-17, -1.048e-17 ;
0, -1.5, -1.42, 0.02004, 0.0001247, -7.446e-17, -1.572e-17 ;
0, -1.5, -1.38, 0.02231, 0.000139, -7.673e-17, -2.146e-17 ;
0, -1.5, -1.34, 0.02485, 0.0001549, -7.87e-17, -2.765e-17 ;
0, -1.5, -1.3, 0.02767, 0.0001726, -8.027e-17, -3.424e-17 ;
0, -1.5, -1.26, 0.0308, 0.0001921, -8.13e-17, -4.113e-17 ;
0, -1.5, -1.22, 0.03425, 0.0002135, -8.166e-17, -4.825e-17 ;
0, -1.5, -1.18, 0.03803, 0.0002369, -8.12e-17, -5.549e-17 ;
0, -1.5, -1.14, 0.04216, 0.0002624, -7.975e-17, -6.272e-17 ;
0, -1.5, -1.1, 0.04664, 0.00029, -7.715e-17, -6.984e-17 ;
0, -1.5, -1.06, 0.05147, 0.0003197, -7.324e-17, -7.671e-17 ;
0, -1.5, -1.02, 0.05665, 0.0003515, -6.785e-17, -8.324e-17 ;
0, -1.5, -0.98, 0.06214, 0.0003852, -6.085e-17, -8.932e-17 ;
0, -1.5, -0.94, 0.06792, 0.0004206, -5.213e-17, -9.484e-17 ;
0, -1.5, -0.9, 0.07395, 0.0004576, -4.162e-17, -9.974e-17 ;
0, -1.5, -0.86, 0.08018, 0.0004958, -2.926e-17, -1.04e-16 ;
0, -1.5, -0.82, 0.08654, 0.000535, -1.508e-17, -1.075e-16 ;
0, -1.5, -0.78, 0.09297, 0.0005747, 8.647e-19, -1.102e-16 ;
0, -1.5, -0.74, 0.09938, 0.0006144, 1.845e-17, -1.123e-16 ;
0, -1.5, -0.7, 0.1057, 0.0006538, 3.749e-17, -1.136e-16 ;
0, -1.5, -0.66, 0.1118, 0.0006923, 5.776e-17, -1.143e-16 ;
0, -1.5, -0.62, 0.1177, 0.0007294, 7.895e-17, -1.143e-16 ;
0, -1.5, -0.58, 0.1232, 0.0007646, 1.007e-16, -1.138e-16 ;
0, -1.5, -0.54, 0.1282, 0.0007974, 1.227e-16, -1.129e-16 ;
0, -1.5, -0.5, 0.1327, 0.0008273, 1.444e-16, -1.114e-16 ;
0, -1.5, -0.46, 0.1366, 0.000854, 1.656e-16, -1.096e-16 ;
0, -1.5, -0.42, 0.1399, 0.0008771, 1.856e-16, -1.075e-16 ;
0, -1.5, -0.38, 0.1425, 0.0008964, 2.042e-16, -1.05e-16 ;
0, -1.5, -0.34, 0.1444, 0.0009117, 2.21e-16, -1.021e-16 ;
0, -1.5, -0.3, 0.1455, 0.000923, 2.357e-16, -9.896e-17 ;
0, -1.5, -0.26, 0.1461, 0.0009301, 2.48e-16, -9.544e-17 ;
0, -1.5, -0.22, 0.1459, 0.0009333, 2.577e-16, -9.156e-17 ;
0, -1.5, -0.18, 0.1451, 0.0009326, 2.649e-16, -8.73e-17 ;
0, -1.5, -0.14, 0.1438, 0.0009283, 2.694e-16, -8.265e-17 ;
0, -1.5, -0.1, 0.1419, 0.0009207, 2.713e-16, -7.761e-17 ;
0, -1.5, -0.06, 0.1396, 0.0009099, 2.708e-16, -7.221e-17 ;
0, -1.5, -0.02, 0.1368, 0.0008963, 2.681e-16, -6.646e-17 ;
0, -1.5, 0.02, 0.1337, 0.0008803, 2.633e-16, -6.041e-17 ;
0, -1.5, 0.06, 0.1304, 0.0008622, 2.568e-16, -5.415e-17 ;
0, -1.5, 0.1, 0.1268, 0.0008422, 2.488e-16, -4.774e-17 ;
0, -1.5, 0.14, 0.123, 0.0008208, 2.398e-16, -4.131e-17 ;
0, -1.5, 0.18, 0.1191, 0.0007982, 2.301e-16, -3.496e-17 ;
0, -1.5, 0.22, 0.1152, 0.0007746, 2.199e-16, -2.882e-17 ;
0, -1.5, 0.26, 0.1112, 0.0007503, 2.096e-16, -2.302e-17 ;
0, -1.5, 0.3, 0.1071, 0.0007255, 1.996e-16, -1.768e-17 ;
0, -1.5, 0.34, 0.1031, 0.0007004, 1.899e-16, -1.293e-17 ;
0, -1.5, 0.38, 0.09912, 0.0006751, 1.81e-16, -8.854e-18 ;
0, -1.5, 0.42, 0.09517, 0.0006497, 1.728e-16, -5.548e-18 ;
0, -1.5, 0.46, 0.09127, 0.0006244, 1.654e-16, -3.066e-18 ;
0, -1.5, 0.5, 0.08743, 0.0005992, 1.591e-16, -1.439e-18 ;
0, -1.5, 0.54, 0.08366, 0.0005742, 1.537e-16, -6.72e-19 ;
0, -1.5, 0.58, 0.07996, 0.0005495, 1.492e-16, -7.405e-19 ;
0, -1.5, 0.62, 0.07633, 0.0005251, 1.456e-16, -1.595e-18 ;
0, -1.5, 0.66, 0.07278, 0.0005011, 1.428e-16, -3.16e-18 ;
0, -1.5, 0.7, 0.06931, 0.0004776, 1.406e-16, -5.341e-18 ;
0, -1.5, 0.74, 0.06593, 0.0004545, 1.389e-16, -8.026e-18 ;
0, -1.5, 0.78, 0.06263, 0.000432, 1.376e-16, -1.109e-17 ;
0, -1.5, 0.82, 0.05943, 0.00041, 1.365e-16, -1.441e-17 ;
0, -1.5, 0.86, 0.05631, 0.0003886, 1.354e-16, -1.785e-17 ;
0, -1.5, 0.9, 0.0533, 0.0003679, 1.342e-16, -2.128e-17 ;
0, -1.5, 0.94, 0.05038, 0.0003478, 1.329e-16, -2.457e-17 ;
0, -1.5, 0.98, 0.04757, 0.0003284, 1.313e-16, -2.763e-17 ;
0, -1.5, 1.02, 0.04486, 0.0003097, 1.292e-16, -3.035e-17 ;
0, -1.5, 1.06, 0.04226, 0.0002917, 1.268e-16, -3.264e-17 ;
0, -1.5, 1.1, 0.03977, 0.0002745, 1.238e-16, -3.446e-17 ;
0, -1.5, 1.14, 0.03738, 0.000258, 1.204e-16, -3.574e-17 ;
0, -1.5, 1.18, 0.03511, 0.0002422, 1.164e-16, -3.647e-17 ;
0, -1.5, 1.22, 0.03294, 0.0002273, 1.119e-16, -3.664e-17 ;
0, -1.5, 1.26, 0.03089, 0.000213, 1.07e-16, -3.625e-17 ;
0, -1.5, 1.3, 0.02894, 0.0001995, 1.017e-16, -3.532e-17 ;
0, -1.5, 1.34, 0.02709, 0.0001867, 9.599e-17, -3.39e-17 ;
0, -1.5, 1.38, 0.02535, 0.0001747, 9e-17, -3.202e-17 ;
0, -1.5, 1.42, 0.0237, 0.0001633, 8.378e-17, -2.975e-17 ;
0, -1.5, 1.46, 0.02215, 0.0001526, 7.741e-17, -2.713e-17 ;
0, -1.5, 1.5, 0.02069, 0.0001425, 7.094e-17, -2.424e-17 ;
0, -1.5, 1.54, 0.01932, 0.000133, 6.445e-17, -2.113e-17 ;
0, -1.5, 1.58, 0.01804, 0.0001241, 5.8e-17, -1.788e-17 ;
0, -1.5, 1.62, 0.01683, 0.0001157, 5.165e-17, -1.455e-17 ;
0, -1.5, 1.66, 0.0157, 0.0001079, 4.546e-17, -1.12e-17 ;
