% x, y, z, rho, j_x, j_y, j_z ;
-10, -10, 0, 2.051e-09, 0, 0, 0 ;
-10, -9.9, 0, 2.215e-09, 0, 0, 0 ;
-10, -9.8, 0, 2.39e-09, 0, 0, 0 ;
-10, -9.7, 0, 2.577e-09, 0, 0, 0 ;
-10, -9.6, 0, 2.778e-09, 0, 0, 0 ;
-10, -9.5, 0, 2.992e-09, 0, 0, 0 ;
-10, -9.4, 0, 3.221e-09, 0, 0, 0 ;
-10, -9.3, 0, 3.466e-09, 0, 0, 0 ;
-10, -9.2, 0, 3.726e-09, 0, 0, 0 ;
-10, -9.1, 0, 4.005e-09, 0, 0, 0 ;
-10, -9, 0, 4.301e-09, 0, 0, 0 ;
-10, -8.9, 0, 4.617e-09, 0, 0, 0 ;
-10, -8.8, 0, 4.954e-09, 0, 0, 0 ;
-10, -8.7, 0, 5.312e-09, 0, 0, 0 ;
-10, -8.6, 0, 5.693e-09, 0, 0, 0 ;
-10, -8.5, 0, 6.098e-09, 0, 0, 0 ;
-10, -8.4, 0, 6.529e-09, 0, 0, 0 ;
-10, -8.3, 0, 6.986e-09, 0, 0, 0 ;
-10, -8.2, 0, 7.471e-09, 0, 0, 0 ;
-10, -8.1, 0, 7.987e-09, 0, 0, 0 ;
-10, -8, 0, 8.533e-09, 0, 0, 0 ;
-10, -7.9, 0, 9.113e-09, 0, 0, 0 ;
-10, -7.8, 0, 9.727e-09, 0, 0, 0 ;
-10, -7.7, 0, 1.038e-08, 0, 0, 0 ;
-10, -7.6, 0, 1.107e-08, 0, 0, 0 ;
-10, -7.5, 0, 1.18e-08, 0, 0, 0 ;
-10, -7.4, 0, 1.257e-08, 0, 0, 0 ;
-10, -7.3, 0, 1.338e-08, 0, 0, 0 ;
-10, -7.2, 0, 1.424e-08, 0, 0, 0 ;
-10, -7.1, 0, 1.515e-08, 0, 0, 0 ;
-10, -7, 0, 1.611e-08, 0, 0, 0 ;
-10, -6.9, 0, 1.713e-08, 0, 0, 0 ;
-10, -6.8, 0, 1.82e-08, 0, 0, 0 ;
-10, -6.7, 0, 1.932e-08, 0, 0, 0 ;
-10, -6.6, 0, 2.051e-08, 0, 0, 0 ;
